                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 0.5614,                0.35123,                0.87201,                0.65593,                 0.2962,                0.89364,                0.92642,                0.90525,                 0.9508,                0.78339,                0.61236,                 0.3921,                0.85669,                0.72266,                0.44561,                  0.875,              0.0018911,              0.0018911,              0.0018911
                     14,                0.53931,                0.34128,                0.87125,                0.63694,                0.30093,                0.89839,                0.81948,                0.36195,                 0.4945,                0.38135,                0.99367,                 1.6295,                 1.0399,                 1.2742,                 2.4148,                 1.1602,              0.0018812,              0.0018812,              0.0018812
                     15,                0.52131,                0.32989,                0.86111,                0.62331,                0.28469,                0.88284,                0.81204,                0.71732,                0.82518,                0.60548,                0.90931,                0.66395,                 1.0535,                 1.0813,                0.88874,                 1.1083,              0.0018713,              0.0018713,              0.0018713
                     16,                0.53741,                0.33178,                0.86193,                0.63203,                0.28769,                0.88264,                0.93971,                0.91595,                0.95938,                 0.8055,                0.63733,                0.40918,                0.85788,                 0.6849,                0.36711,                0.86777,              0.0018614,              0.0018614,              0.0018614
                     17,                  0.545,                0.34799,                 0.8628,                 0.6298,                0.28468,                0.88238,                0.95144,                0.88066,                0.94192,                0.78859,                0.62303,                0.40836,                0.86367,                0.69391,                0.39292,                0.87719,              0.0018515,              0.0018515,              0.0018515
                     18,                0.53328,                0.33685,                0.86859,                0.61994,                0.27786,                0.88687,                0.93731,                0.91483,                0.94774,                 0.8107,                0.55534,                 0.4256,                0.84702,                0.62874,                0.74715,                0.86198,              0.0018416,              0.0018416,              0.0018416
                     19,                0.49758,                  0.318,                0.84681,                0.57535,                0.26488,                0.86504,                0.90142,                0.87782,                0.93549,                0.71579,                0.71257,                0.56057,                0.94159,                0.89662,                0.68698,                 1.0203,              0.0018317,              0.0018317,              0.0018317
                     20,                0.48202,                0.30857,                 0.8455,                0.58193,                 0.2482,                0.86835,                0.96833,                0.92596,                0.96331,                0.82908,                0.52776,                0.33653,                0.84106,                0.61567,                0.28842,                 0.8558,              0.0018218,              0.0018218,              0.0018218
                     21,                0.48095,                0.30338,                0.85395,                0.56185,                0.24528,                0.87341,                0.94766,                0.89361,                0.95825,                0.79402,                0.59726,                0.39768,                0.85984,                 0.7032,                0.44078,                0.88896,              0.0018119,              0.0018119,              0.0018119
                     22,                0.48051,                0.30882,                0.85013,                0.56156,                0.25999,                0.86543,                0.95089,                0.91846,                0.96292,                0.80548,                0.58702,                0.35842,                0.86534,                0.68644,                0.32749,                0.89423,               0.001802,               0.001802,               0.001802
                     23,                0.47555,                0.30305,                0.84088,                0.55774,                0.26527,                0.85944,                0.93788,                0.89885,                0.96296,                0.79804,                0.58699,                 0.4085,                0.87145,                0.69179,                0.43199,                0.90524,              0.0017921,              0.0017921,              0.0017921
                     24,                0.48802,                0.31594,                0.84423,                0.57404,                0.25501,                0.86352,                0.94025,                0.92479,                 0.9653,                0.82921,                0.54194,                0.35577,                0.83083,                0.62485,                0.33884,                0.84868,              0.0017822,              0.0017822,              0.0017822
                     25,                0.46018,                0.29674,                0.84027,                0.53823,                0.24208,                0.85655,                0.96072,                0.92435,                0.96755,                0.82739,                0.54132,                0.34831,                 0.8526,                 0.6359,                0.34171,                0.87129,              0.0017723,              0.0017723,              0.0017723
                     26,                0.45547,                0.29236,                0.84613,                0.53315,                0.24485,                0.86215,                 0.9254,                0.91836,                0.95846,                0.80086,                0.61499,                0.36603,                0.89168,                0.70254,                0.37951,                0.91221,              0.0017624,              0.0017624,              0.0017624
                     27,                0.46279,                0.29368,                0.84263,                0.53623,                0.24188,                 0.8608,                0.93622,                0.92467,                0.96787,                0.82358,                0.55007,                0.36583,                0.84837,                 0.6505,                 0.3505,                0.86656,              0.0017525,              0.0017525,              0.0017525
                     28,                0.45718,                0.29011,                0.83532,                0.53415,                0.23977,                0.85223,                0.95619,                0.92234,                0.95933,                0.82611,                0.54512,                0.32822,                0.84773,                0.62355,                0.34109,                0.86152,              0.0017426,              0.0017426,              0.0017426
                     29,                0.45314,                0.28924,                0.84251,                0.53394,                0.24699,                0.85884,                0.92862,                0.91604,                0.96146,                0.80707,                0.58003,                0.37768,                0.87844,                0.67774,                0.40511,                 0.8946,              0.0017327,              0.0017327,              0.0017327
                     30,                  0.449,                0.28531,                0.83969,                0.53862,                0.23787,                0.85855,                0.95486,                0.92338,                0.97004,                0.84062,                0.51963,                0.35673,                0.82857,                 0.5909,                0.34142,                0.84311,              0.0017228,              0.0017228,              0.0017228
                     31,                0.45206,                0.28668,                0.83938,                0.53944,                0.23938,                 0.8601,                0.94751,                0.90177,                0.96473,                0.82494,                0.53561,                0.36183,                0.84575,                0.63259,                0.36991,                0.87155,              0.0017129,              0.0017129,              0.0017129
                     32,                0.43338,                0.28006,                0.83221,                0.51225,                0.23169,                0.84833,                0.96269,                0.92441,                 0.9715,                0.83685,                0.52017,                0.33156,                0.84279,                0.60276,                0.31851,                0.85583,               0.001703,               0.001703,               0.001703
                     33,                0.43425,                0.28103,                0.83378,                0.50542,                 0.2326,                0.85321,                0.97879,                0.93161,                0.96487,                0.83544,                0.53438,                0.31117,                 0.8405,                0.62493,                0.28252,                 0.8588,              0.0016931,              0.0016931,              0.0016931
                     34,                0.43697,                0.27433,                 0.8332,                0.51558,                0.22422,                0.84939,                0.96664,                0.93088,                0.97037,                 0.8375,                0.51732,                0.30758,                  0.831,                0.59862,                0.29125,                  0.844,              0.0016832,              0.0016832,              0.0016832
                     35,                0.42835,                0.27325,                0.82393,                 0.5063,                0.22403,                0.84405,                0.96849,                0.93079,                0.97166,                0.84182,                0.52073,                0.32126,                 0.8308,                0.60284,                0.28068,                0.84635,              0.0016733,              0.0016733,              0.0016733
                     36,                 0.4208,                 0.2624,                0.82648,                0.49658,                0.21269,                0.84355,                0.95207,                0.91017,                0.96776,                0.82261,                0.54633,                0.35318,                0.85815,                0.65194,                 0.3672,                0.88174,              0.0016634,              0.0016634,              0.0016634
                     37,                0.41779,                0.26272,                0.82898,                 0.4919,                0.21524,                0.84639,                0.94758,                0.94522,                0.97126,                0.85035,                0.49706,                0.31625,                0.83421,                0.58214,                0.29648,                0.85344,              0.0016535,              0.0016535,              0.0016535
                     38,                0.42778,                0.27271,                0.83395,                0.49529,                0.22006,                0.84829,                0.93193,                0.91328,                0.96094,                0.81412,                0.54627,                0.35854,                0.86314,                0.67002,                 0.3896,                0.90893,              0.0016436,              0.0016436,              0.0016436
                     39,                0.43229,                0.28014,                0.83066,                0.50228,                 0.2142,                0.84608,                0.94046,                0.92027,                0.96661,                 0.8119,                0.57741,                0.38421,                0.86589,                0.69482,                0.37024,                0.90781,              0.0016337,              0.0016337,              0.0016337
                     40,                0.41789,                0.26975,                 0.8252,                0.48156,                0.21044,                 0.8413,                 0.9271,                 0.9006,                 0.9607,                0.81476,                0.56308,                0.38858,                0.87746,                0.66054,                0.37787,                0.90468,              0.0016238,              0.0016238,              0.0016238
                     41,                0.42695,                0.27122,                0.83114,                0.49441,                0.21642,                0.84672,                0.95016,                0.92777,                0.96807,                0.84885,                0.49982,                0.30801,                0.83018,                 0.5781,                0.28467,                0.84561,              0.0016139,              0.0016139,              0.0016139
                     42,                0.41207,                0.26455,                0.83379,                0.48269,                0.21714,                0.85151,                0.91791,                0.90312,                0.95281,                0.79344,                0.59641,                0.39682,                0.88976,                0.71794,                0.43069,                0.92284,               0.001604,               0.001604,               0.001604
                     43,                0.41107,                0.26235,                0.82847,                 0.4788,                0.21421,                0.84528,                0.94751,                 0.9253,                0.96796,                0.83571,                0.52172,                0.33061,                0.85003,                  0.608,                0.34425,                0.87161,              0.0015941,              0.0015941,              0.0015941
                     44,                0.41743,                0.26288,                0.82613,                0.48655,                0.20609,                0.84276,                0.96324,                0.93606,                0.97029,                0.85154,                0.50254,                 0.3055,                 0.8342,                0.57396,                0.28598,                0.84845,              0.0015842,              0.0015842,              0.0015842
                     45,                0.40582,                0.26171,                0.82944,                0.47488,                0.21237,                 0.8483,                0.95432,                0.92182,                0.97083,                0.83932,                 0.5036,                0.31279,                0.84338,                0.60473,                0.29874,                0.86668,              0.0015743,              0.0015743,              0.0015743
                     46,                0.41247,                0.26293,                0.82302,                0.48018,                0.20301,                0.83957,                0.94071,                0.89516,                0.96337,                0.82459,                0.53868,                0.35134,                0.86949,                0.64431,                0.38822,                0.89572,              0.0015644,              0.0015644,              0.0015644
                     47,                0.40189,                 0.2578,                0.82049,                0.47048,                 0.2091,                0.83768,                 0.9643,                0.92294,                0.96773,                0.83948,                0.51398,                0.32002,                0.83754,                0.60647,                 0.3178,                0.85674,              0.0015545,              0.0015545,              0.0015545
                     48,                0.40469,                0.25756,                0.82371,                0.47228,                0.20997,                0.83853,                0.97671,                0.93502,                0.97084,                0.86056,                0.48135,                0.28871,                0.82268,                0.54397,                0.27067,                0.83192,              0.0015446,              0.0015446,              0.0015446
                     49,                 0.3999,                0.25674,                0.82785,                0.46938,                0.20044,                0.84445,                0.93611,                0.91788,                0.96624,                0.82903,                0.54011,                0.34329,                0.87333,                0.62999,                0.35933,                0.89556,              0.0015347,              0.0015347,              0.0015347
                     50,                0.39805,                0.25908,                0.82431,                0.46714,                0.20345,                0.84035,                0.96644,                0.93189,                0.97447,                0.85098,                0.48812,                0.30615,                0.82978,                0.57882,                0.28066,                0.84604,              0.0015248,              0.0015248,              0.0015248
                     51,                0.39371,                0.25755,                0.82248,                0.46899,                0.21076,                0.83888,                0.92671,                0.91978,                0.96116,                0.84108,                 0.5179,                0.33675,                0.84755,                0.60518,                0.38987,                0.86654,              0.0015149,              0.0015149,              0.0015149
                     52,                 0.3993,                0.25446,                0.82561,                0.47005,                0.21577,                0.84061,                0.95618,                0.91975,                0.97113,                0.85654,                0.47347,                0.30392,                0.82431,                0.55852,                0.31601,                0.84178,               0.001505,               0.001505,               0.001505
                     53,                0.39236,                0.25403,                0.82541,                0.45853,                0.21467,                0.84016,                0.96723,                0.93969,                0.97468,                 0.8615,                0.49361,                0.29276,                0.82177,                 0.5636,                0.25967,                0.83457,              0.0014951,              0.0014951,              0.0014951
                     54,                 0.3904,                 0.2504,                0.82646,                0.45921,                0.20176,                0.84231,                0.96544,                0.92568,                0.96945,                0.84636,                0.49803,                0.30959,                0.83504,                0.57735,                0.30584,                0.85593,              0.0014852,              0.0014852,              0.0014852
                     55,                0.40921,                0.25579,                0.82593,                0.46688,                0.20607,                0.83866,                0.95969,                0.93425,                0.97275,                0.86228,                0.47062,                0.29203,                0.82263,                0.53812,                0.27494,                0.83294,              0.0014753,              0.0014753,              0.0014753
                     56,                0.39937,                 0.2489,                0.82494,                0.46155,                0.19803,                0.83961,                0.95778,                0.90189,                 0.9646,                0.83614,                0.53036,                0.33753,                0.83667,                0.61122,                0.38837,                0.85947,              0.0014654,              0.0014654,              0.0014654
                     57,                0.39935,                0.24941,                0.81982,                0.46552,                0.19881,                0.83562,                0.97195,                 0.9358,                0.97728,                0.86537,                0.47863,                0.28722,                 0.8303,                0.55416,                0.27472,                0.84332,              0.0014555,              0.0014555,              0.0014555
                     58,                0.39165,                0.24686,                0.81949,                0.44927,                0.20193,                 0.8325,                0.96627,                0.90137,                0.96756,                0.84474,                0.51864,                0.33078,                0.85128,                 0.6014,                0.36167,                0.87399,              0.0014456,              0.0014456,              0.0014456
                     59,                0.39378,                0.24881,                0.82807,                0.45776,                0.19964,                0.84336,                0.94897,                0.94843,                0.97533,                 0.8752,                0.46092,                0.27949,                0.81759,                 0.5242,                0.25707,                0.82842,              0.0014357,              0.0014357,              0.0014357
                     60,                0.39544,                0.24889,                0.82284,                0.46181,                0.19927,                0.83715,                 0.9404,                 0.9226,                0.96951,                0.84243,                0.51823,                 0.3209,                0.85543,                0.59944,                0.33975,                0.87864,              0.0014258,              0.0014258,              0.0014258
                     61,                0.38144,                0.23958,                 0.8165,                0.44311,                0.18513,                0.82834,                 0.9399,                0.93011,                0.97332,                0.85574,                0.49772,                0.30432,                0.85023,                 0.5691,                0.30668,                0.86716,              0.0014159,              0.0014159,              0.0014159
                     62,                0.38501,                0.24405,                0.81663,                0.44547,                0.19337,                0.82903,                  0.956,                0.93355,                0.97118,                0.85905,                0.48478,                0.32638,                0.83224,                0.54306,                0.34975,                0.84634,               0.001406,               0.001406,               0.001406
                     63,                0.38618,                0.24878,                0.82415,                0.43887,                0.18925,                 0.8357,                0.94677,                0.92907,                0.96969,                0.85743,                0.49517,                0.30213,                0.84015,                0.55455,                0.32405,                 0.8575,              0.0013961,              0.0013961,              0.0013961
                     64,                0.39237,                0.24829,                0.81586,                0.45466,                0.20036,                0.82758,                0.91455,                0.92255,                0.96105,                0.84447,                0.48697,                0.32458,                 0.8457,                0.56643,                0.37559,                0.86396,              0.0013862,              0.0013862,              0.0013862
                     65,                0.37489,                0.23887,                0.81237,                0.42912,                0.18181,                0.82282,                0.97367,                0.93166,                0.97086,                0.87026,                 0.4555,                0.27336,                0.82039,                0.52074,                 0.2653,                0.83081,              0.0013763,              0.0013763,              0.0013763
                     66,                 0.3787,                0.23988,                0.82357,                0.43394,                0.18776,                0.83682,                0.96643,                0.93321,                0.97211,                0.86287,                0.47736,                0.28363,                0.82983,                0.55347,                 0.2744,                0.84217,              0.0013664,              0.0013664,              0.0013664
                     67,                0.37433,                0.23889,                0.82007,                0.43428,                0.18194,                0.83125,                0.96995,                0.93581,                0.97665,                0.86822,                0.46945,                0.27296,                0.81674,                0.53473,                0.25957,                0.82647,              0.0013565,              0.0013565,              0.0013565
                     68,                0.37693,                0.24484,                0.81643,                0.43901,                0.18329,                0.83146,                0.93255,                0.93766,                0.97503,                0.86619,                0.48449,                0.28999,                0.82973,                0.54543,                0.28441,                0.84049,              0.0013466,              0.0013466,              0.0013466
                     69,                0.37263,                0.23775,                 0.8167,                 0.4366,                0.19073,                 0.8309,                0.95647,                0.91003,                0.97323,                0.85091,                0.50564,                0.34315,                0.84226,                0.58449,                0.32276,                0.86316,              0.0013367,              0.0013367,              0.0013367
                     70,                0.37187,                0.23801,                0.81693,                 0.4328,                0.18931,                0.82948,                0.94321,                0.89434,                0.95816,                0.81661,                0.54745,                 0.3494,                0.86915,                 0.6521,                0.41344,                0.90585,              0.0013268,              0.0013268,              0.0013268
                     71,                0.36621,                0.23242,                0.81072,                0.42631,                0.18081,                0.82454,                0.95175,                0.94408,                0.97329,                0.86418,                0.46916,                0.28834,                 0.8239,                0.53886,                0.28107,                 0.8367,              0.0013169,              0.0013169,              0.0013169
                     72,                 0.3696,                0.23384,                0.81626,                0.42317,                0.18208,                0.82872,                 0.9558,                0.91794,                0.97229,                0.86468,                0.47226,                0.29382,                0.82509,                0.54088,                0.29754,                0.84016,               0.001307,               0.001307,               0.001307
                     73,                0.37316,                0.23788,                0.81824,                 0.4305,                0.18584,                 0.8321,                0.94373,                0.93774,                0.97177,                0.86304,                0.46853,                0.29506,                0.82485,                0.53782,                0.28774,                0.84034,              0.0012971,              0.0012971,              0.0012971
                     74,                0.37467,                0.24355,                0.82167,                0.43242,                0.19228,                0.83352,                0.92974,                0.92519,                0.96788,                0.85472,                0.48424,                 0.3267,                0.84053,                0.55894,                0.33966,                0.85888,              0.0012872,              0.0012872,              0.0012872
                     75,                0.36564,                0.23277,                0.81401,                0.42331,                0.17958,                 0.8252,                 0.9746,                 0.9314,                0.97264,                0.86722,                0.46512,                0.26923,                0.82038,                0.52634,                0.24927,                 0.8294,              0.0012773,              0.0012773,              0.0012773
                     76,                0.35785,                0.22661,                0.81116,                0.40913,                0.16684,                0.82016,                0.94423,                0.89801,                0.95555,                0.83801,                 0.5011,                0.33756,                0.84823,                0.58948,                0.42509,                0.87263,              0.0012674,              0.0012674,              0.0012674
                     77,                0.36038,                 0.2283,                0.81538,                0.41811,                0.17981,                0.82764,                0.96459,                0.94486,                0.97634,                0.87424,                0.45876,                0.26736,                0.81918,                0.51929,                0.23965,                0.82711,              0.0012575,              0.0012575,              0.0012575
                     78,                0.37489,                0.23805,                0.81677,                0.42948,                0.18187,                0.82807,                0.97005,                0.92493,                0.97497,                0.86234,                0.48055,                0.29148,                0.82814,                0.54776,                0.28501,                 0.8406,              0.0012476,              0.0012476,              0.0012476
                     79,                0.37576,                0.23686,                0.81359,                0.43288,                 0.1834,                0.82408,                0.96989,                0.92544,                0.97751,                0.87417,                0.47078,                0.28166,                0.82984,                0.53016,                0.27393,                0.84046,              0.0012377,              0.0012377,              0.0012377
                     80,                0.36728,                0.23592,                 0.8143,                0.42222,                0.17897,                0.82588,                0.96839,                0.93347,                0.97776,                0.87076,                0.47079,                0.28388,                0.82611,                0.53372,                0.25851,                0.83955,              0.0012278,              0.0012278,              0.0012278
                     81,                0.35284,                0.23423,                0.80618,                0.40533,                 0.1645,                0.81787,                0.96162,                 0.9339,                0.97534,                0.87346,                0.45905,                0.28226,                0.82295,                0.52735,                0.26696,                0.83843,              0.0012179,              0.0012179,              0.0012179
                     82,                0.36293,                0.22898,                0.81721,                0.40854,                0.17731,                0.82842,                0.93416,                0.93192,                0.97042,                0.85773,                0.48973,                0.31367,                0.84363,                0.56293,                0.35601,                0.86435,               0.001208,               0.001208,               0.001208
                     83,                0.35189,                0.22716,                 0.8055,                0.39901,                0.17368,                0.81629,                0.94943,                0.93943,                0.97138,                0.85746,                0.48328,                0.30411,                0.84538,                0.55454,                0.32098,                0.86118,              0.0011981,              0.0011981,              0.0011981
                     84,                0.35327,                0.22452,                0.81385,                  0.406,                0.16958,                0.82482,                0.94829,                 0.8972,                0.96053,                0.84062,                0.50623,                  0.327,                0.84687,                0.58785,                0.38387,                  0.871,              0.0011882,              0.0011882,              0.0011882
                     85,                0.34843,                0.22355,                0.80787,                0.39404,                0.16205,                0.81838,                 0.9595,                0.94279,                0.97183,                0.87131,                0.45689,                0.26293,                0.81682,                0.51328,                0.26367,                0.82601,              0.0011783,              0.0011783,              0.0011783
                     86,                0.35541,                0.22617,                0.80888,                0.41178,                0.17126,                0.82037,                0.92994,                0.92425,                0.96469,                0.85131,                0.48436,                0.31603,                0.83872,                0.56781,                0.36254,                0.85728,              0.0011684,              0.0011684,              0.0011684
                     87,                0.34702,                0.22442,                 0.8079,                0.39036,                0.15999,                0.81611,                0.96691,                0.94566,                0.97297,                0.87829,                0.43976,                  0.267,                0.81005,                0.50534,                0.25049,                0.82181,              0.0011585,              0.0011585,              0.0011585
                     88,                0.34022,                0.21959,                 0.8064,                0.38586,                0.16243,                0.81582,                0.96923,                0.92804,                0.97348,                0.87574,                 0.4478,                0.27665,                0.81619,                0.51222,                0.28106,                 0.8295,              0.0011486,              0.0011486,              0.0011486
                     89,                0.35818,                0.22421,                0.81571,                 0.4113,                0.16958,                0.82749,                0.95978,                0.94512,                0.97406,                0.87662,                0.44271,                0.26152,                0.81104,                0.49901,                0.25238,                0.82001,              0.0011387,              0.0011387,              0.0011387
                     90,                 0.3535,                0.22547,                0.80992,                0.40778,                 0.1671,                0.82096,                0.96307,                0.93842,                0.97626,                 0.8777,                0.44576,                0.27201,                0.81561,                0.51477,                0.26453,                0.82818,              0.0011288,              0.0011288,              0.0011288
                     91,                0.33928,                 0.2174,                0.80414,                0.39082,                   0.16,                0.81449,                0.97864,                0.92502,                0.97545,                0.87817,                0.45111,                0.27158,                0.81952,                0.51084,                  0.267,                0.82795,              0.0011189,              0.0011189,              0.0011189
                     92,                0.34275,                0.21688,                 0.8065,                 0.3881,                0.16425,                0.81461,                0.96695,                0.95082,                0.97575,                0.87906,                0.44765,                0.25966,                0.81607,                0.50473,                0.24365,                0.82422,               0.001109,               0.001109,               0.001109
                     93,                0.34385,                0.21998,                0.81104,                0.38664,                 0.1621,                 0.8207,                0.95814,                0.93244,                0.97307,                0.85809,                0.48922,                0.29614,                0.83651,                0.56957,                0.31441,                0.85601,              0.0010991,              0.0010991,              0.0010991
                     94,                0.34322,                0.21886,                0.80615,                0.39074,                0.16884,                0.81666,                0.97009,                0.94797,                0.97582,                0.87813,                0.44001,                0.25077,                0.81199,                0.50394,                0.21859,                 0.8231,              0.0010892,              0.0010892,              0.0010892
                     95,                0.33522,                0.21073,                0.81083,                0.38232,                0.15839,                0.82166,                0.97719,                0.94331,                0.97772,                0.87729,                 0.4466,                0.25106,                0.81779,                0.50539,                0.22712,                0.82822,              0.0010793,              0.0010793,              0.0010793
                     96,                 0.3276,                0.20549,                0.80509,                0.37304,                0.15557,                 0.8138,                0.97527,                0.94124,                0.97752,                0.87926,                0.44873,                0.25425,                0.81698,                0.50464,                0.24507,                0.82521,              0.0010694,              0.0010694,              0.0010694
                     97,                0.34817,                0.21481,                0.80685,                 0.3986,                0.16486,                0.81739,                0.96316,                0.94746,                0.97393,                0.87431,                0.44951,                0.26507,                0.81476,                0.51414,                0.27484,                0.82614,              0.0010595,              0.0010595,              0.0010595
                     98,                 0.3378,                0.21126,                0.81432,                0.38528,                0.16355,                0.82592,                 0.9554,                0.92674,                0.97027,                0.86182,                0.47209,                0.28678,                0.82951,                0.54142,                0.31736,                0.84125,              0.0010496,              0.0010496,              0.0010496
                     99,                 0.3369,                0.21259,                0.80466,                0.39092,                0.17043,                0.81688,                0.96641,                0.94227,                0.97268,                0.87814,                0.44396,                0.25237,                0.82016,                0.49925,                0.27177,                0.82733,              0.0010397,              0.0010397,              0.0010397
                    100,                0.32832,                0.20641,                  0.805,                0.37281,                0.15907,                 0.8146,                 0.9705,                 0.9452,                0.97509,                0.87585,                0.45018,                0.26217,                0.82118,                0.51037,                0.25436,                0.83109,              0.0010298,              0.0010298,              0.0010298
                    101,                0.33244,                0.21063,                0.80081,                0.37515,                0.16114,                0.80874,                0.96392,                0.93218,                0.97058,                 0.8741,                0.43807,                0.26016,                0.81079,                0.51209,                0.28439,                0.82462,              0.0010199,              0.0010199,              0.0010199
                    102,                0.32836,                0.20647,                0.80463,                0.36875,                0.15163,                0.81262,                0.95574,                0.92648,                0.97739,                0.86209,                0.48028,                0.30806,                0.83587,                0.56596,                0.32016,                 0.8609,                0.00101,                0.00101,                0.00101
                    103,                 0.3251,                0.20947,                0.80704,                 0.3737,                0.16366,                0.81746,                0.96563,                0.95392,                0.97875,                0.87907,                0.45443,                0.25555,                0.81657,                0.51129,                0.24341,                0.82512,              0.0010001,              0.0010001,              0.0010001
                    104,                0.32976,                0.21325,                0.80795,                0.37831,                0.16702,                0.81712,                0.94079,                0.94198,                0.97754,                0.87521,                0.45578,                 0.2944,                0.82118,                0.51738,                0.29314,                0.83139,              0.0009902,              0.0009902,              0.0009902
                    105,                0.33255,                0.21599,                0.80065,                0.38029,                0.16237,                0.81017,                0.96418,                0.94564,                0.97899,                0.88051,                0.44932,                0.27015,                0.81907,                0.51042,                0.23625,                0.82966,              0.0009803,              0.0009803,              0.0009803
                    106,                0.33406,                0.21679,                0.80951,                0.38202,                0.15973,                0.81944,                0.96338,                0.94745,                0.97712,                 0.8774,                0.44993,                 0.2598,                0.82476,                0.51541,                0.23568,                0.83678,              0.0009704,              0.0009704,              0.0009704
                    107,                0.32331,                0.20677,                0.80522,                0.36972,                0.16005,                0.81451,                0.95469,                0.95082,                0.97523,                0.87466,                0.45156,                0.26125,                0.82744,                0.51389,                0.24052,                0.83918,              0.0009605,              0.0009605,              0.0009605
                    108,                0.33024,                0.20612,                0.80839,                0.37658,                0.15965,                0.81774,                0.96075,                0.94849,                0.97556,                0.87954,                0.44227,                0.25161,                0.81876,                0.49546,                0.24833,                0.82626,              0.0009506,              0.0009506,              0.0009506
                    109,                0.32828,                0.20829,                0.80009,                0.37638,                0.15726,                0.81127,                0.97406,                0.94331,                0.97399,                0.88306,                0.42669,                0.24898,                0.81213,                0.48411,                0.24546,                0.82296,              0.0009407,              0.0009407,              0.0009407
                    110,                0.32819,                0.20988,                0.80724,                0.36855,                0.15808,                0.81731,                0.97268,                0.94434,                0.97644,                 0.8801,                0.43979,                0.24742,                0.81856,                0.49692,                0.21927,                0.82766,              0.0009308,              0.0009308,              0.0009308
                    111,                0.32323,                0.20458,                0.80219,                0.37091,                 0.1559,                0.81412,                0.95815,                0.93645,                0.97379,                0.87704,                0.44242,                0.26398,                0.82995,                0.50474,                0.26841,                0.84244,              0.0009209,              0.0009209,              0.0009209
